cgpa,college_tier,python_skill,dsa_skill,ml_skill,web_dev_skill,coding_score,communication_score,aptitude_score,internships,projects,backlogs,resume_score,skill_score,placed,salary_lpa
8.93,2,1,0,0,1,68.4,4.8,79.8,2,3,0,66.8,2,1,66.1
6.17,3,1,0,0,0,91.3,6.7,46,1,6,1,71.7,1,1,42.47
8.52,2,1,0,1,0,68.3,7.8,92.5,0,4,0,63.2,2,1,76.22
6.96,1,1,1,0,0,0.8,9.6,65.8,0,5,0,76.2,2,1,63.06
7.7,1,1,0,0,0,62.6,4.9,62.8,2,1,0,53.8,1,1,46.87
9.95,2,1,1,0,1,78.7,4.7,79.7,3,5,1,99,3,1,93.37
8.69,2,1,0,0,0,27.4,8.6,72.3,0,3,0,55.6,1,1,49.39
6.65,1,1,0,0,0,20.7,6.1,61.7,1,3,0,53,1,1,40.96
7.89,1,0,1,1,1,45.2,5.3,56.9,0,6,2,78.7,3,1,75.38
6.75,3,1,1,0,0,0.7,6.2,99.4,1,3,0,60.5,2,1,54.58
5.85,2,1,0,0,1,15.8,5.1,64.3,1,4,1,67.3,2,1,67.68
7.86,3,1,1,0,0,94.4,6.3,72.8,1,5,0,69.3,2,1,70.05
6.36,2,0,1,1,1,67.8,6.8,51.8,1,4,0,83.1,3,1,53.8
5.82,3,1,1,1,0,92.1,9.4,59.3,2,4,0,94.9,3,1,75.28
9.45,1,1,1,0,0,81.5,8.1,46.1,1,2,0,67.1,2,1,73.33
7.85,2,0,1,0,1,26.3,5.5,54.6,0,6,0,66.9,2,1,59.89
7.32,2,0,0,1,0,55.2,5.9,61.2,1,4,0,54.9,1,1,44.42
7.46,3,1,0,1,0,75.4,8.5,69.9,1,1,0,60.7,2,1,85.02
5.05,2,0,1,1,0,82.8,6.6,41.9,0,4,0,58.4,2,1,75.26
7.67,1,0,0,0,1,89.4,7.7,64.2,1,6,2,68.3,1,1,52.47
6.87,3,1,1,1,0,59.5,7.1,50.2,2,2,0,81.2,3,1,87.79
9.04,1,1,0,1,0,70,6,89.4,2,1,2,59,2,1,71.58
5.76,1,0,0,1,1,61.3,4.9,92.1,1,2,0,51.2,2,1,60.39
9.99,1,1,1,0,0,59.9,6.4,76.7,0,5,2,65.4,2,1,66.65
9.27,1,1,1,0,0,42.1,8.9,71.4,0,6,1,75.2,2,1,74.54
6.03,2,1,1,0,0,23.6,9.1,95.8,2,3,3,78.8,2,1,69.1
7.07,2,0,0,0,1,97.2,5.1,52.8,3,1,0,57.8,1,1,52.29
8.52,1,1,1,1,0,23.8,8,69.3,1,3,0,81.4,3,1,82.05
6.81,1,1,0,0,1,84.6,9.1,60.2,1,5,0,86.1,2,1,80.61
6.56,3,1,1,0,1,34.4,7,74,1,4,0,77,3,1,82.42
5.91,3,1,1,0,0,28.8,6.6,48.4,1,2,0,56.8,2,1,71.11
8.83,1,1,1,0,1,84.5,7.6,84.6,0,3,0,64.4,3,1,79.46
5.24,3,1,1,1,1,91.4,8.3,40.7,0,6,0,92.6,4,1,93.7
5.85,2,1,1,0,0,13.3,5.2,41,3,5,0,89.4,2,1,67.43
9.44,1,0,0,0,0,40.4,9.8,51.2,0,3,0,40.4,0,1,41.31
8.85,1,1,0,1,0,90.9,4.3,48.4,0,2,1,46.7,2,1,82.2
5.72,2,1,0,0,0,96.3,9.6,66.5,2,5,0,80,1,1,48.92
7.48,2,1,1,0,0,80.3,9.3,71.9,1,5,1,85.3,2,1,85.67
8.97,2,1,1,0,1,12.4,5.2,47.1,2,1,0,72.7,3,1,85.36
7.88,1,1,1,1,0,97,7.7,84.1,0,2,0,62.6,3,1,86.29
5.9,3,0,0,1,0,37.5,6.1,47.7,2,5,0,74.1,1,1,48.09
8.05,1,1,0,0,0,43,9.4,49.2,1,2,0,54.8,1,1,38.67
5.08,3,0,0,0,1,34.7,9.4,56.6,0,4,0,53.6,1,1,45.46
7.96,2,0,1,0,0,74.3,8.2,83.3,1,5,0,67.3,1,1,41.29
9.49,2,1,1,0,0,65.1,6.8,74.2,0,2,0,53.7,2,1,68.97
8.37,1,1,1,0,1,29.5,4.5,47,0,4,0,62.5,3,1,66.89
8.16,1,1,1,1,0,69.3,4.3,53.6,0,6,0,71.7,3,1,56.44
8.11,1,1,1,0,0,66.1,4.2,73.6,0,3,0,44.4,2,1,56.68
8.76,1,0,1,0,0,95,4.9,51.5,0,4,0,40.2,1,1,47.84
8.54,2,0,1,0,0,93,8.1,92.2,0,6,0,61.8,1,1,47.92
8.27,1,0,0,0,0,46.3,9,70.4,0,2,0,38.8,0,1,48.2
5.27,1,0,1,0,0,1.7,8.3,48.4,0,6,0,69.6,1,1,36.93
9.43,2,1,0,1,0,73.7,7.9,43.7,0,1,0,51.9,2,1,65.87
6.75,1,0,1,1,0,99.6,7,51.6,0,2,1,51.5,2,1,70.13
5.46,2,1,1,0,0,2.7,8.4,69.9,1,4,0,74.9,2,1,50.3
8.19,2,1,1,1,1,38.8,8.5,40.9,0,1,0,73,4,1,51.9
6.39,3,1,0,1,1,21.8,8,89.8,3,2,0,96,3,1,52.48
5.07,1,0,1,1,1,13.5,9.1,81.9,0,5,0,85.7,3,1,69.32
8.89,3,1,1,1,0,69.3,9.2,96,0,6,0,91.1,3,1,63.33
5.61,1,1,0,0,0,79.7,8.8,87.8,0,6,0,65.5,1,1,41.18
5.37,1,0,1,0,1,37.5,5.4,83.2,1,1,0,47.8,2,1,69.66
8.18,1,0,0,0,0,82.2,8.5,47.9,2,6,0,78,0,1,43.84
5.31,1,1,0,0,0,80.6,6.9,44.8,1,2,0,47.3,1,1,45.21
7.94,1,1,0,0,0,90.9,5.6,48.3,1,6,1,64.2,1,1,42.14
5.63,3,1,1,0,0,80,6,45.6,1,2,0,62.3,2,1,56.08
6.41,1,1,1,0,0,35.4,5.7,49.4,3,3,0,85,2,1,67.4
9.12,2,1,1,0,1,8.1,7.1,45.2,0,4,0,67.7,3,1,81.03
7.18,3,1,0,1,0,66.3,9.6,90.3,2,6,0,95.7,2,1,96
9.65,1,1,1,0,0,46.9,4,78.2,2,1,1,56.6,2,1,88.99
9.31,2,0,1,0,0,20.2,7.2,64.7,1,6,0,75.9,1,1,42.29
7.76,3,0,0,1,1,93.4,4.7,73.2,1,6,1,77.8,2,1,54.54
7.18,1,1,1,0,1,3.2,8.4,72,0,2,0,68.7,3,1,67.17
7.95,3,1,1,0,1,90.1,8.6,60.8,0,3,0,70.9,3,1,94.25
7.34,2,0,1,0,1,88.4,6.5,88,1,6,1,83.7,2,1,75.35
7.28,3,1,0,1,0,70.4,9,49.7,2,2,0,80.8,2,1,93.83
9.04,1,0,0,1,1,8.5,4.7,68.6,1,6,1,73,2,1,75.58
6.44,3,1,0,0,1,97,6.3,84.5,1,2,0,54.1,2,1,69.78
8.93,2,0,0,1,0,58.4,7.5,60.4,1,3,0,54.4,1,1,45.47
5.82,2,1,0,1,1,54.8,6.4,67.6,1,3,0,77.7,3,1,57.95
6.87,3,1,1,0,0,94.2,8.7,68.8,0,5,0,69.7,2,1,59.75
9.21,1,1,0,1,1,0.1,9.2,71.8,3,3,3,102.1,3,1,59.57
5.53,1,1,1,0,0,93.9,4.7,99.2,1,3,0,64,2,1,65.66
7.08,2,0,0,0,0,68.4,9.9,80,0,1,0,37.1,0,1,38.36
7.72,2,0,0,1,0,74.6,6.8,99.9,3,6,1,88.5,1,1,44.78
6.14,2,1,0,0,0,96.7,9,84.6,1,5,0,67.1,1,1,46.57
9.18,1,1,0,1,0,6.1,6.9,66.3,1,5,0,75,2,1,49.6
8.95,1,1,0,0,0,61,9.8,55.6,1,6,0,81.7,1,1,40.66
9.6,1,1,1,0,0,52.5,4.6,91.8,0,4,0,53.5,2,1,76.42
9.51,3,0,0,0,1,60.3,5.7,94.3,0,2,0,33.4,1,1,41.55
7.25,3,1,1,1,1,86,8.2,54.7,1,4,0,95,4,1,62.63
5.57,3,1,1,1,1,25.5,8.3,59.8,0,1,0,69.9,4,1,82.22
6.12,3,1,0,1,1,65.9,8.6,76,1,6,0,99.1,3,1,74.36
7.14,1,0,1,0,1,56.4,9,63.9,3,4,0,101.2,2,1,54.48
6.45,2,1,0,0,0,10.6,8.6,59,1,6,0,76.5,1,1,38.59
6.05,1,0,1,1,1,79.6,4.3,83.8,1,6,0,85,3,1,107.16
7.96,1,0,0,0,0,23.4,7.6,81.7,0,5,0,43.9,0,1,35.63
8.57,3,0,0,1,1,70.7,9.9,96.4,0,4,0,67.1,2,1,84.71
7.93,2,1,1,0,1,45.2,5,87.5,2,3,1,77.3,3,1,66.3
5.49,2,0,1,0,1,4.7,7.8,71.3,0,1,0,47.1,2,1,64.28
9.23,1,1,1,0,1,40.2,9.1,50.6,1,6,0,100.5,3,1,69.16
9.79,1,1,1,1,0,11.1,6.5,70.9,0,3,2,60.8,3,1,63.14
7.04,3,1,0,0,1,83.4,9.6,52.6,1,1,0,63.2,2,1,83.57
9.44,1,0,0,0,1,42.4,9.1,52.8,0,3,0,53.8,1,1,41.2
9.44,1,1,1,0,0,19.1,7.2,49.5,1,3,1,63.1,2,1,74.59
7.18,2,0,1,0,0,14.5,6.9,75.2,0,3,0,50.5,1,1,41.26
7.71,1,1,1,0,1,75.6,4.3,64.2,0,1,0,48.6,3,1,78.14
9.46,2,1,1,0,0,89.1,5.5,59.2,0,6,0,62.1,2,1,87.48
9.47,3,1,1,0,0,22.3,5.5,41.6,3,5,0,93.3,2,1,68.82
8.39,1,0,1,1,0,4.4,5.2,61.1,1,5,3,66.8,2,1,81.09
7.83,1,1,1,0,1,65.6,9.2,60.2,1,1,1,70.3,3,1,61.45
9.09,2,0,1,0,0,69.4,6,48,1,4,0,57.1,1,1,38.91
8.71,2,1,1,1,0,79.5,7.1,57.8,3,2,0,94.3,3,1,90.15
8.71,2,0,0,0,0,24.1,9.8,57.6,3,3,0,76.5,0,1,49.83
9.15,2,0,0,0,1,93.7,4.5,97.6,0,1,0,28.4,1,1,44.27
5.23,1,0,0,1,1,68.7,7.3,86.5,1,2,2,60.3,2,1,68.99
7.94,3,1,0,1,0,62,9.1,76.9,0,1,0,52.9,2,1,63.71
6.64,3,1,1,0,0,32,7.9,86.4,1,5,1,76.8,2,1,53.43
9.19,3,1,0,1,0,25.2,8.3,82.8,1,1,0,55,2,1,52.23
8.44,3,1,0,0,1,79.4,9.2,88.3,3,1,0,81.6,2,1,70.23
9.07,3,1,1,0,1,10.5,9.7,60.1,0,2,0,71.8,3,1,71.82
8.16,2,1,1,1,0,54.5,4.1,80.9,3,3,0,84.4,3,1,69.58
5.87,3,1,1,0,1,32.6,5.2,59.1,1,2,0,67.5,3,1,82.22
7.53,1,1,0,0,1,27.6,5.7,69.9,0,4,1,61.2,2,1,58.23
9.53,2,0,1,0,1,0.3,9.4,77.5,0,3,0,58.4,2,1,63.37
8.7,1,1,1,0,1,28.6,10,43.8,2,1,0,83.1,3,1,91.63
6.54,1,1,1,0,0,50.8,6.6,92.2,1,2,0,64.7,2,1,72.53
8.13,1,0,1,0,0,51.4,6.6,69.1,1,1,0,47.1,1,1,46.38
8.34,1,0,0,1,1,62.8,5.3,96.1,0,5,0,65.6,2,1,85.39
7.02,3,1,1,0,0,20.7,9.8,56.5,0,2,0,60.7,2,1,59.99
8.58,3,1,0,0,1,81.7,8.5,44.6,0,4,1,64.3,2,1,88.28
6.91,1,0,1,0,0,99.1,5.5,41.1,2,4,0,63.4,1,1,44.04
7.16,2,1,0,0,0,73.8,7.8,91.2,1,1,1,48.4,1,1,40.38
7.48,1,0,1,0,0,44,9.2,99.2,0,2,0,44.6,1,1,42.17
6.56,3,1,1,0,0,63.9,5.7,84.1,2,1,1,66.6,2,1,70.5
5.4,2,1,1,0,0,94.5,6.9,57.2,0,6,0,72.1,2,1,85.16
7.1,1,1,1,1,0,17.5,5.3,90.1,1,5,0,82.3,3,1,74.77
5.34,3,0,1,0,1,89.9,8.1,68.5,3,2,2,80.3,2,1,95.47
6.91,1,1,1,0,0,57.9,7.4,51.4,1,5,1,73.5,2,1,87.15
7.52,2,1,0,1,0,17.9,7,63.4,2,1,0,61.6,2,1,73.1
5.54,3,1,0,0,1,38.2,9.8,45.2,1,1,0,64.3,2,1,51.47
8.72,1,0,0,1,0,33.3,9.9,50.2,1,2,0,63.5,1,1,45.29
8.8,1,1,0,0,0,59.3,4.1,57,0,6,0,51.1,1,1,40.52
6.46,3,0,0,0,1,25.9,8.2,77.7,2,4,0,70.4,1,1,48.45
7.91,2,1,0,0,0,86.5,5.9,43.4,0,4,0,50.7,1,1,43.19
9.87,3,0,0,1,1,11.3,8.5,83.8,1,1,1,64.9,2,1,70.85
8.55,1,1,0,1,1,75.8,4.5,60,0,3,0,60.7,3,1,101.55
7.36,3,1,0,1,0,61.1,8.4,48.2,2,3,0,84.3,2,1,92.13
8.97,3,1,0,1,0,67.6,8.9,63.6,0,5,0,74.6,2,1,86.61
7.16,1,1,1,1,1,88.4,4.6,69.2,1,1,0,68.3,4,1,79.69
9.52,2,1,1,0,0,57.3,9.1,66.5,1,4,1,75.6,2,1,75.5
9.6,2,1,0,1,1,83,5.8,70,0,2,0,59.7,3,1,74.29
5.26,3,1,0,1,0,33.9,4.8,82.8,0,2,0,44.6,2,1,68.9
8.66,2,1,1,0,0,71.1,8.3,51.7,3,2,0,84.5,2,1,59.52
6.53,3,0,0,1,1,78.7,9.2,78.3,0,2,2,60.4,2,1,85.23
9.77,2,0,0,0,0,15.4,6.2,82.7,2,2,1,51.6,0,1,45.37
9.17,3,1,1,1,0,69.3,6.1,99.1,0,3,0,64.1,3,1,57.63
7.94,2,1,0,1,1,68.5,9.1,69.8,1,6,0,98,3,1,74
8.7,3,1,0,0,0,92.3,7.5,62.4,0,1,0,39.5,1,1,44.85
6.02,3,0,1,0,0,80.3,5.4,90.6,1,1,0,38.8,1,1,38.21
8.97,2,1,1,0,0,89.3,6.6,84.1,2,6,0,89.3,2,1,75.51
8.5,2,1,1,0,1,8.6,7.4,68.6,2,3,3,85.7,3,1,88.85
9.26,2,1,1,0,1,36.3,6,82,0,4,0,71.9,3,1,70.87
5.46,1,0,0,1,1,9.2,9.8,79.3,3,2,0,91.4,2,1,79.96
9.4,1,1,0,1,1,72.6,7.5,89,0,5,0,76.1,3,1,90.53
6.76,3,1,1,1,1,9.6,7.7,56,1,6,0,107.1,4,1,73.4
6.1,3,1,1,1,0,58.4,8.2,53,0,5,0,84.3,3,1,78.49
9.83,2,0,1,0,0,83.3,7.8,46.8,2,2,0,60.9,1,1,46.23
9.14,1,1,0,1,1,49.4,5.1,92.8,1,5,2,81.6,3,1,66.5
9.69,1,1,1,1,1,45.4,8.5,70.5,0,6,0,92.1,4,1,66.34
8.05,1,1,0,0,0,74.1,5.4,58.2,3,1,0,62.4,1,1,48.82
6.36,1,1,0,0,1,39.5,8.4,54.3,1,2,0,66.7,2,1,74.99
8.91,1,0,1,1,0,24.9,6,69.4,1,6,0,76.8,2,1,55.86
7.33,3,1,1,0,0,6.9,5.5,82.6,0,1,0,44.5,2,1,55.02
7.6,1,1,1,0,0,33.4,4,87.6,0,3,0,43,2,1,61.97
5.63,3,1,1,0,1,22,9.2,44.2,2,4,0,98.2,3,1,59.48
7.66,2,1,1,0,1,97.7,8.6,90,0,6,0,86.9,3,1,87.34
8.16,3,1,0,0,0,44.9,9.5,95.1,0,5,0,66.2,1,1,46.26
7.41,1,0,0,1,0,41.2,8.5,58.4,2,5,1,84.8,1,1,44.49
7.49,3,1,0,0,0,52.3,8,78.4,3,6,0,91.3,1,1,43.64
9.87,1,1,1,0,1,1.1,7.1,92.6,1,5,0,87.8,3,1,58.44
7.68,2,0,1,1,0,61.6,4.2,62.1,0,6,0,64.5,2,1,56.57
9.13,1,1,0,0,1,26.5,6.6,69.5,2,2,0,69.9,2,1,82.42
6.95,1,1,1,0,0,98.1,6.8,42.1,0,1,1,46.6,2,1,80.11
6.94,3,0,1,1,1,99.2,9,92.9,2,3,1,89.4,3,1,92.58
5.15,2,1,1,0,0,66.5,4.5,85.4,0,5,0,59.2,2,1,57.84
5.99,2,0,1,1,0,36.6,8.5,84.2,2,4,0,84.4,2,1,71.81
5.21,1,0,1,0,0,54.1,5.4,48.6,0,6,0,51.6,1,1,44.34
8.24,1,0,1,0,1,24.4,8.8,68.6,2,3,0,79.5,2,1,71.78
8.39,2,0,1,0,1,97,7.4,41.4,2,2,1,73.9,2,1,95.6
7.82,1,0,1,0,0,69.9,9.5,83.1,0,6,0,67.5,1,1,51.67
5.43,1,1,0,0,0,87.3,4.3,41.4,0,5,1,44.8,1,1,35.27
5.29,1,1,1,0,0,5.7,8.6,83,2,2,0,73.5,2,1,68.8
6.78,2,1,0,0,1,73.8,7.9,41,0,6,0,73.6,2,1,58.75
5.33,3,1,1,0,0,47.6,5.3,88.7,2,4,0,72.7,2,1,83.54
5.26,2,1,1,0,0,71.5,5,54.3,0,1,0,35.1,2,1,79.72
7.15,1,1,0,0,0,64.7,4.4,88.3,1,2,0,39.4,1,1,43.1
7.04,1,0,1,0,0,8,7.3,89.1,0,3,0,44.2,1,1,38.18
5.74,1,1,0,1,0,98.2,7.7,98.9,1,3,0,66.2,2,1,70.72
5.43,2,1,0,1,0,11.9,6.5,74.9,2,6,0,92.1,2,1,58.9
7.05,1,0,0,0,1,81.3,7.5,45.1,0,6,2,65.4,1,1,44.6
8.02,1,0,1,1,1,76.3,9.6,71.8,2,1,0,83.6,3,1,108.06
8.42,3,1,1,0,1,93,8.1,60.1,3,1,0,89.6,3,1,92.95
6.55,1,1,1,0,0,23.8,6,65.3,2,5,3,85.5,2,1,70.41
9.66,1,1,1,1,0,9.9,5.5,48.2,1,6,0,83.7,3,1,88.38
9.44,1,1,1,1,1,35,9.5,42.3,0,2,0,75.9,4,1,63.07
9.77,3,0,1,1,0,24.8,7.2,61.5,3,1,0,73.6,2,1,71.64
8.06,1,0,0,0,1,92.8,8.6,66,3,1,0,74.1,1,1,44.5
9.12,3,1,1,1,0,31.8,5.5,69.2,0,6,3,76.4,3,1,70.61
9.8,2,1,0,0,0,50.1,4.6,90,0,2,0,38.5,1,1,36.31
9.81,3,1,1,0,0,0.2,9.9,85.7,0,6,0,82.6,2,1,66.88
9.9,2,1,1,1,0,66.7,4.7,45.8,0,5,1,73,3,1,53.97
7.5,1,0,1,1,1,87.3,9.6,73.5,1,5,0,90.3,3,1,115.76
7.21,2,1,1,1,1,67,9.4,46,1,6,0,103.7,4,1,92.21
6.25,3,1,1,0,1,98.9,8.5,73,1,3,1,84.4,3,1,69.16
9.07,1,0,1,0,1,1,9.9,78.7,3,2,3,90.1,2,1,52.53
7.61,2,0,1,0,1,91.2,7.4,88.2,0,2,0,51.5,2,1,88.72
6.46,3,1,1,0,0,4.5,7.4,40.7,1,4,0,69,2,1,64.68
7.22,3,1,1,0,0,34.5,6,93.3,1,6,0,76.1,2,1,74.72
5.34,3,1,1,0,1,78,8.3,59.6,0,6,0,85.5,3,1,86.91
6.45,3,0,1,0,0,97.9,6.3,81.2,2,2,1,59.8,1,1,54.78
5.03,3,1,1,0,1,95,5.9,68.2,0,3,2,65.4,3,1,92.49
5.01,3,0,1,1,1,52.1,5.2,88.1,1,5,0,85.6,3,1,48.43
5.53,3,0,1,0,0,19.6,5.4,42.9,1,4,0,53,1,1,43.63
5.33,2,1,1,0,0,2.2,4.1,65.9,2,6,0,84.4,2,1,58.98
6.09,3,0,0,0,1,15.6,7.5,93.8,2,4,1,75.5,1,1,40.07
8.4,2,1,1,0,0,28.2,8.3,48.8,1,6,0,85.9,2,1,69.05
6.24,2,1,1,0,1,90.7,4.4,94.9,0,4,0,60.7,3,1,82.52
7.95,2,1,1,0,0,90,7,89.3,3,5,0,94,2,1,97.22
7.42,2,1,1,0,0,59.2,8.7,95.6,0,2,0,55.7,2,1,89.51
9.96,2,1,0,1,1,75.3,6.2,53.4,2,6,0,98.7,3,1,73.74
9.42,2,1,0,0,0,49.9,6.4,46.5,2,6,0,79.5,1,1,46.83
9.45,3,0,1,0,0,56.9,6.1,57.4,2,4,0,66.5,1,1,52.85
7.46,3,1,1,1,0,32.4,7,49.2,1,6,0,87.8,3,1,64.81
9.22,3,0,1,0,0,96.4,6,50,1,6,0,69.2,1,1,53.86
5.76,2,1,1,1,0,9.8,6.3,50.3,2,3,0,79.4,3,1,65.73
5.7,3,0,1,0,0,92.5,7.8,95.8,0,3,0,45.9,1,1,47.81
6.18,3,1,0,0,0,2.2,7.5,72.7,2,6,0,87.3,1,1,47.09
6.39,2,1,0,0,0,3,5.6,95.7,1,6,0,69.2,1,1,41.35
8.22,1,0,1,0,1,2.7,9.3,83.5,1,1,0,58.8,2,1,82.51
7.36,3,0,0,0,1,96.2,9.4,75.1,1,4,0,66.1,1,1,50.48
7.8,3,0,1,0,1,56.2,4.1,83,0,3,0,47.7,2,1,60.4
6.99,3,0,0,1,1,63.6,6.4,86.3,3,5,0,94.1,2,1,73.67
7.57,3,1,1,0,0,57.7,6.3,79.4,2,5,0,79.2,2,1,54.83
9.28,3,1,0,0,0,36,8.5,89.4,2,5,1,83.4,1,1,46.12
5.16,3,1,1,0,1,83.9,4,94.5,2,4,1,78.4,3,1,61.88
7.82,2,1,0,0,1,67,6.1,62.2,2,4,0,81,2,1,72.27
9.54,3,1,1,1,0,75.5,9.1,42.6,2,3,2,90.1,3,1,74.73
7.22,2,1,1,1,1,54.3,4.2,52.3,2,6,2,103.4,4,1,63.24
9.14,2,1,1,1,1,24.9,9,47.2,1,3,0,96.7,4,1,80.73
6.52,2,0,1,1,0,87.3,9.6,86.2,1,5,0,84.8,2,1,79.43
9.06,3,1,1,1,0,44.6,8.9,97.4,2,1,0,84,3,1,75.41
7.13,3,1,0,0,1,35.1,5.5,77.7,3,2,0,78.2,2,1,65.76
7.96,1,0,1,0,0,32.2,7,86.8,2,4,1,68.1,1,1,47.96
9.88,2,1,0,1,0,45.2,7,48.8,1,2,0,59.6,2,1,65.97
6.94,1,1,1,1,0,63.2,5.8,43.7,2,6,0,100.9,3,1,75.03
8.61,2,1,0,0,0,83.8,4.1,74.7,2,2,0,54.5,1,1,52.02
6.29,3,1,1,0,1,95.2,9.8,96.4,1,2,0,82.2,3,1,72.34
10,2,0,0,0,0,7.4,10,94.4,1,4,0,57.4,0,1,35.35
7.86,1,0,0,1,0,15,9.4,62.8,1,5,0,75.9,1,1,40.14
7.35,1,1,0,1,1,20,6.7,85.2,1,2,0,73.4,3,1,69.8
6.7,2,0,1,0,1,34.9,7.2,91,0,4,0,58.8,2,1,73.59
7.3,3,0,1,0,0,92.7,9.5,60.7,0,2,0,44.9,1,1,42.8
7.38,3,1,1,1,0,85.4,7.2,96.1,2,3,0,83.6,3,1,54.22
9.33,2,1,1,0,0,87.4,10,90,3,3,0,97.9,2,1,78.05
5.83,1,0,1,0,1,35.9,9.5,48,0,4,0,69.1,2,1,57.42
7.64,2,1,0,0,0,42,8.8,43.7,0,6,0,61.7,1,1,41.96
9.06,1,0,1,0,0,67.5,9.3,95.7,1,1,0,52.4,1,1,46.54
8.44,3,1,1,1,0,12,5.9,45.9,0,3,1,59.2,3,1,49.64
5.65,2,1,1,0,0,36,8.2,45.9,1,4,0,79.5,2,1,63.45
7.42,3,1,0,1,0,67.9,7,97.9,1,6,0,81.3,2,1,71.51
8.16,1,1,0,0,0,100,6.3,53.4,2,2,0,55.8,1,1,48.89
8.21,2,1,0,0,1,49,5.3,75.3,0,6,0,64.1,2,1,58.16
5.29,3,1,0,1,0,58.5,7.7,89.2,3,1,0,75.3,2,1,83.14
6.72,1,0,1,1,0,52.1,5,44.5,0,5,2,64.3,2,1,87.24
7.06,3,1,1,1,0,58.9,6,61.1,1,4,0,74.8,3,1,69.45
5.25,2,1,0,0,0,86.9,4.7,58.5,2,5,0,72.2,1,1,37.16
9.09,2,1,0,0,0,57.9,7.8,43,0,1,0,35.8,1,1,39.21
5.41,1,1,1,0,1,74.5,4.1,93.5,1,1,1,52.6,3,1,73.8
8.67,2,1,1,0,0,81.1,4.9,75.5,0,2,1,45.2,2,1,69.4
9.66,1,0,1,0,1,51.4,5.5,88.2,0,5,1,61.5,2,1,76.07
8.93,1,1,0,0,1,87.6,7.4,97.3,0,4,0,60.2,2,1,61.94
9.75,2,1,0,1,0,59.7,9.6,84.7,2,5,0,94.5,2,1,75.96
7.1,1,1,1,0,1,77.7,8,94.1,2,1,1,76.9,3,1,93.31
6.99,2,1,1,0,1,2.5,5,91.2,3,3,0,94.5,3,1,68.51
7.84,2,1,0,0,0,46.1,7.8,61.7,2,3,0,69.4,1,1,46.42
6.22,2,1,1,0,1,93.1,9.8,88.7,2,6,0,107,3,1,74.5
9.22,2,1,1,0,0,7.7,9.3,54.3,2,2,0,81.4,2,1,55.71
8.25,1,1,0,0,1,95.5,6.4,98.9,0,2,0,51.3,2,1,85.41
5.06,2,1,0,1,1,0.3,4.8,70.9,1,6,0,83.6,3,1,81.48
7.48,2,1,0,1,1,71.4,8.8,73.3,1,2,0,76.7,3,1,82.03
9.26,2,1,0,1,0,60.1,9.2,51.6,2,2,0,76.4,2,1,84.61
9.21,1,1,1,0,0,58.8,9.3,84.5,0,3,0,59.6,2,1,74.09
6.71,1,1,1,0,1,91,5.5,48,0,3,0,61.8,3,1,97.41
5.53,1,1,0,1,0,83.1,6.6,49.3,1,6,0,81.8,2,1,90.38
5.09,1,1,1,1,1,9.2,9.7,93.6,0,2,0,84,4,1,64.24
8.69,2,1,0,1,1,80.5,6.3,94.1,0,6,2,75.6,3,1,78.38
6.6,2,0,1,1,1,47.7,6.6,73.4,1,2,0,66.7,3,1,56.72
9.25,2,0,0,0,0,51.2,7.7,89,0,3,0,37.6,0,1,46.82
6.28,2,1,0,0,0,36.5,5.4,46.8,2,3,1,58.4,1,1,41
7.43,2,0,0,0,0,96.7,7.4,72.1,1,5,2,61.1,0,1,50.68
6.09,1,1,1,0,0,2,4.6,41.2,1,6,0,73.5,2,1,81.91
7.28,1,0,0,0,0,7,9.2,41.5,1,3,0,50.8,0,1,42.07
8.93,1,1,1,0,0,23.2,5.2,78.9,1,4,0,63.4,2,1,50.68
5.6,1,1,1,0,1,58.2,5.1,41.1,0,5,0,71.8,3,1,80.69
9.48,1,0,1,0,0,12.9,6.9,81.3,0,3,1,49,1,1,38.79
8.38,3,1,0,0,1,64.3,7.3,59.2,0,6,0,68.3,2,1,69.48
9.23,2,0,1,0,0,3.1,9,97.3,0,2,0,51.5,1,1,34.71
7.67,2,1,1,0,1,86,8.8,83.4,0,5,0,84.7,3,1,71.55
6.32,3,0,1,1,0,84.3,4,51.4,2,3,2,69.6,2,1,85.07
7.78,2,0,0,0,0,36.1,7.1,92.3,2,2,0,52.6,0,1,39.52
5.68,2,1,1,1,1,67.5,9.5,41.7,1,5,0,101.3,4,1,71.89
6.34,3,1,0,1,1,6.2,10,49,1,3,0,87.1,3,1,80.37
5.25,1,1,1,0,1,67.5,4.8,45.6,1,2,0,64.6,3,1,80.41
9.3,2,1,0,0,0,39.8,7.2,82.8,0,4,0,46.8,1,1,40
9.83,2,1,1,0,0,36.7,6.9,56,0,6,0,73.9,2,1,79.84
5.98,3,1,0,0,0,0.4,7,44.2,2,5,0,77.6,1,1,47.01
6.83,1,0,1,0,0,45.9,7.1,96.4,1,3,0,56,1,1,48.53
7.29,1,1,1,0,0,51.1,6.9,51.5,2,5,0,82.1,2,1,67.76
6.33,2,1,1,0,1,4.8,9.8,74.2,3,5,0,115.7,3,1,73.6
7.9,2,1,1,0,0,84,6.3,93.9,1,6,1,80.5,2,1,55.72
9.47,2,0,0,0,0,37.9,6.5,89.3,3,6,0,83.6,0,1,53.87
7.73,2,1,0,0,0,87.9,4.7,52.5,0,6,0,49.5,1,1,40.35
